с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Ontre,"Воскресенский бульвар, 9 к1, Великий Новгород 173002 Россия",58.52545,31.26068
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Cafe Valentia,"пр. Мира, 32/1, Великий Новгород 173001 Россия",58.531597,31.230913
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Фастфуд,Панковка,"ул. Первомайская, 2, Великий Новгород 173526 Россия",58.51696,31.30004
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Домашний Уют,"Рабочая, 49, Великий Новгород 173008 Россия",58.55552,31.26207
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Сушишоп,"Псковская, 44, Великий Новгород Россия",58.510086,31.234728
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Пивной Кабачок,"Попова, 10, Великий Новгород 173025 Россия",58.53175,31.23965
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Сушишоп,"Воскресенский, 12, Великий Новгород Россия",58.52545,31.26068
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Милана,"Мининский пер, 3, Великий Новгород 173001 Россия",58.52915,31.27266
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Глазурь,"ул. Ломоносова, 9/1, Великий Новгород 173016 Россия",58.54072,31.245474
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Олимпия,"Большая Санкт-Петербургская, 6, Великий Новгород 173003 Россия",58.527054,31.273638
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Петра,"Александра Корсунова проспект, 18, Великий Новгород 173016 Россия",58.54337,31.2509
2020-10-22,Новгородская область,Валдай,Рестораны,,,Чуду-Пицца,"Комсомольский просп., 56, Валдай 175400 Россия",57.97441,33.25637
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,"Бар,Паб",Долина Вин,"Парковая, 8, Великий Новгород 173014 Россия",58.53787,31.29243
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,"кафе-бар ""LES""","Б. Санкт-Петербургская, д. 25 правая парковка, ТД ""Русь"", Великий Новгород 173001 Россия",58.52589,31.27429
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Кафе Премиум,"ул. Германа, 29, Великий Новгород 173003 Россия",58.52704,31.26147
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,"Ресторан ""Лимузин""","ул. Студенческая, д.31, Великий Новгород 173014 Россия",58.53421,31.30735
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Бавария,"Якова Павлова, 1, Великий Новгород 173011 Россия",58.54465,31.31647
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Корсар,"Щусева, 9а/1, Великий Новгород 173008 Россия",58.5652,31.2816
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Пикник,"Прусская, 15 к2, Великий Новгород 173007 Россия",58.51726,31.25683
2020-10-22,Новгородская область,Сольцы,Рестораны,,,Суши Фуд,"ул. Ленина, 6, Сольцы 175040 Россия",58.12077,30.31298
2020-10-22,Новгородская область,Валдай,Рестораны,,,Место. Валдай,"Февральская, 3, Валдай 175400 Россия",57.97898,33.25716
2020-10-22,Новгородская область,Валдай,Рестораны,,,Кафе Уездное,"ул. Карла Маркса, 5А, Валдай 175400 Россия",57.97512,33.25374
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Lucky Star,"ул. Ломоносова, 29, Великий Новгород Россия",58.53136,31.242842
2020-10-22,Новгородская область,Старая Русса,Рестораны,,,Кафе Анабель,"Трибуны ул., 6, Старая Русса 175202 Россия",57.9929,31.35088
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Иль-де-Франс,"ул. Великая,д. 22, Великий Новгород 173003 Россия",58.54072,31.26859
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Исток,"Юрьевское шоссе, 18, Великий Новгород 173007 Россия",58.48556,31.27918
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,"Бар,Кафе",Клуб ПАПА БАР,"Чудовская, 4, Великий Новгород 173003 Россия",58.538445,31.266008
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Тройка,"Большая Московская, 106а, Великий Новгород 173020 Россия",58.51617,31.28572
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,"Бар,Паб",Погребок Флинта,"Московская, 10, Великий Новгород 173020 Россия",58.51617,31.28572
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Русский лес,"Московская, 55, Великий Новгород 173014 Россия",58.533,31.29828
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Кингс Шаверма,"Псковская, 47а, Великий Новгород 173009 Россия",58.52391,31.25871
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Жар-птица,"Октябрьская, 3, Великий Новгород 173002 Россия",58.515263,31.238043
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Аленушка,"Народная, 8а, Великий Новгород 173014 Россия",58.52735,31.30128
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Астролинк,"Державина, 13, Великий Новгород 173020 Россия",58.54464,31.3067
2020-10-22,Новгородская область,Старая Русса,Рестораны,,,Суши Фуд,"ул. Поперечная, 28, Старая Русса 175202 Россия",57.998974,31.35421
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Кубышка,"Александра Корсунова проспект, 14в, Великий Новгород 173016 Россия",58.54337,31.2509
2020-10-22,Новгородская область,Долгий Мост,Рестораны,,,Папина Дача,"дом 18, Долгий Мост 175460 Россия",58.28121,32.444675
2020-10-22,Новгородская область,Старая Русса,Рестораны,,,Граф Муравьев,"ул. Минеральная, д. 62, курорт «Старая Русса», корпус 10, Старая Русса Россия",57.99739,31.3616
2020-10-22,Новгородская область,Шимск,Рестораны,,,Престиж,"ул Советская 2, Шимск 174150 Россия",58.2103,30.71904
2020-10-22,Новгородская область,Чудово,Рестораны,,,Кабуки,"ул. Титова, 8, Чудово 174210 Россия",59.12489,31.67124
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,На Славне,"Большая Московская, 18, Великий Новгород 173000 Россия",58.51617,31.28572
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Пляж Мармелад,"ул. Ломоносова 29 ТРЦ Мармелад, 4 этаж, Великий Новгород 173016 Россия",58.54319,31.24386
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Трансвит,"Большая Санкт-Петербургская, 51, Великий Новгород 173003 Россия",58.52589,31.27429
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Фастфуд,KFC,"Большая Санкт-Петербургская, 25, Великий Новгород 173003 Россия",58.52589,31.27429
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Старый Замок,"Большая Санкт-Петербургская, 11, Великий Новгород 173001 Россия",58.528492,31.271431
2020-10-22,Новгородская область,Старая Русса,Рестораны,,,Ресторан Визави,"ул.Минеральная 59А Гостиница Визави, Старая Русса Россия",57.98541,31.37387
2020-10-22,Новгородская область,Валдай,Рестораны,,,Тропикана,"ул. Молотковская, 2, Валдай 175400 Россия",57.973946,33.267433
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Фастфуд,Шарлотка,"Нехинская, 30а, Великий Новгород 173021 Россия",58.52304,31.24655
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Ресторан Береста (отель Береста Палас),"ул. Студенческая, 2, Великий Новгород Россия",58.53638,31.29192
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Джаганнат,"ул. Б.С.-Петербургская, д.5, Великий Новгород 173001 Россия",58.52693,31.272936
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Бест Тайм Ресторан & бар,"Сырковское шоссе, 2А Колмово Сити, Великий Новгород 173008 Россия",58.55272,31.26611
2020-10-22,Новгородская область,Боровичский район,Рестораны,,,Майкрофт паб,"пл. Спасская, 1, Боровичи Россия",58.386047,33.901646
2020-10-22,Новгородская область,Валдайский район,Рестораны,,Кафе,Полпути,"368 км трассы М-10, Едрово 175429 Россия",57.926888,33.583893
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Кафе-гостевая Варенье,"ул. Германа, д. 25, Великий Новгород 173000 Россия",58.532753,31.260357
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Казинаки-Сити,"Студенческая, 2, Великий Новгород 173020 Россия",58.53638,31.29192
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Plaza,"Новолучанская, 7, Великий Новгород 173001 Россия",58.52508,31.27169
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Харчевня Ганзейский погребок,"Ул. Дворцовая, 1, Великий Новгород Россия",58.519974,31.28452
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Бриг,"Фёдоровский ручей, 2/13 к1, Великий Новгород 173004 Россия",58.52277,31.29179
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Охотничьи байки,"Зелинского, 37, Великий Новгород 173025 Россия",58.53821,31.222952
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,City,"Большая Санкт-Петербургская, 30, Великий Новгород 173003 Россия",58.52589,31.27429
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Баскин Роббинс,"Мира проспект, 13 к1, Великий Новгород 173025 Россия",58.53936,31.23621
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Гринсливс,"Мусы Джалиля Духовская 23а, Великий Новгород Россия",58.53258,31.27718
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Интурист,"ул. Великая, 16, Великий Новгород Россия",58.52632,31.2806
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Ресторан Садко,"Фёдоровский ручей, 16, Великий Новгород 173004 Россия",58.5229,31.28512
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,"Ресторан АМАКС ""Россия""","Набережная Александра Невского, 19/1, Великий Новгород 173000 Россия",58.51489,31.28584
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Волна,"Большая Санкт-Петербургская, 39, Великий Новгород 173003 Россия",58.52589,31.27429
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Центральная кофейня,"ул. Газон, 2, Великий Новгород 173001 Россия",58.525078,31.273975
2020-10-22,Новгородская область,Валдай,Рестораны,,Кафе,Услада,"ул. Ленина, д. 24/48, Валдай 175400 Россия",57.98011,33.25329
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Кафе ОГУРЕЦ,"Ул. Никольская 4, Великий Новгород Россия",58.51717,31.28445
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Азия,"Яковлева, 22, Великий Новгород 173001 Россия",58.52861,31.27977
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,"Бар,Паб",Хоумбар,"Великая, 5/2, Великий Новгород Россия",58.527412,31.279917
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,ДОМ БЫТА,"Большая Санкт-Петербургская, 28, Великий Новгород 173003 Россия",58.537,31.26615
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Ассорти,"ул. Рахманинова, д. 10, Великий Новгород 173020 Россия",58.54029,31.309729
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Тертый Калач,"Псковская, 2, Великий Новгород 173015 Россия",58.52391,31.25871
2020-10-22,Новгородская область,Старая Русса,Рестораны,,,Пиццерия,"Ул. Минеральная, 38, Старая Русса 175201 Россия",57.99739,31.3616
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Грузинский Дворик,"Людогоща, 8, Великий Новгород 173001 Россия",58.524693,31.265558
2020-10-22,Новгородская область,Чудово,Рестораны,,,"Кафе ""Ануш""","ул. Троицкая, д. 3/1, Чудово 174211 Россия",59.127186,31.686703
2020-10-22,Новгородская область,Старая Русса,Рестораны,,"Бар,Фастфуд",Крафтовый Паб 1984,"Санкт Петербургская, 10, Старая Русса 175202 Россия",57.994526,31.348467
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Фастфуд,Макдоналдс,"Октябрьская, 11, Великий Новгород 173002 Россия",58.52801,31.253311
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,ПиццаФабрика - Семейное кафе,"Большая Санкт-Петербургская улица, 39/22, Великий Новгород 173003 Россия",58.53772,31.260742
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Ладушки,"Мира проспект, д. 24/1, Великий Новгород 173025 Россия",58.53959,31.23512
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Хаси-студия суши,"Кооперативная, 2, Великий Новгород 173003 Россия",58.53472,31.266527
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,"Кафе,Фастфуд",НАШЕ кафе,"ул. Ильина, д. 8, Великий Новгород 173000 Россия",58.518726,31.28788
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Юрьевское Подворье,"Юрьевское шоссе, д. 6а, Великий Новгород 175000 Россия",58.48964,31.271036
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Bандам Бар,"ул. Свободы 25, Великий Новгород 173000 Россия",58.5412,31.230843
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Черный континент,"Кооперативная, 2/31 crossing street Cooperative and Bol.Sankt Petersburg, near the shopping center Rus, Великий Новгород 173003 Россия",58.534794,31.267208
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Кафе на Сенной,"пл. Сенная, 2, Великий Новгород 173007 Россия",58.521297,31.269485
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,"Бар,Паб",Джаз & Блюз Бар,"ул. Большая Московская, 14 3 этаж, Великий Новгород 173000 Россия",58.51806,31.286865
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Brewmen,"ул. Большая Санкт-Петербургская, д. 64, Великий Новгород 173015 Россия",58.54477,31.264278
2020-10-22,Новгородская область,Старая Русса,Рестораны,,"Бар,Паб",Кафе Ильмень,"ул. Минеральная, 45, Старая Русса 175202 Россия",57.98839,31.365095
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Ирландский паб Republic,"ул. Великая, 5/2, Великий Новгород 173001 Россия",58.525005,31.264774
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Кофе Брейк,"Газон, 5/2, Великий Новгород 173001 Россия",58.52503,31.27396
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Кондитерская лавка Трюфель,"ул. Чудинцева, д. 11/62, Великий Новгород 173007 Россия",58.523308,31.262909
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Малиновка,"Германа, 1, Великий Новгород 173002 Россия",58.526253,31.260632
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Friends Bar,"ул. Большая Санкт-Петербургская, 25, Великий Новгород 173003 Россия",58.53331,31.267448
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Изюм,"ул.Молотковская 4, Великий Новгород 173004 Россия",58.523125,31.295774
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Бар,"Ресторанный комплекс ""Фрегат Флагман""","Набережная Александра Невского, 22/1 Фрегат Флагман, Великий Новгород 173000 Россия",58.520782,31.282112
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,All READY FoodHouse & MixBar,"ул. Людогоща, 10 Людогоща, 10, Великий Новгород 173001 Россия",58.524765,31.264805
2020-10-22,Новгородская область,Валдай,Рестораны,,,Кафе-Бар Бавария,"пл. Свободы, 15, Валдай 175400 Россия",57.978333,33.255096
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Ресторан Волхов,"ул. Предтеченская, 24, Великий Новгород 173007 Россия",58.52364,31.265799
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,БУРГЕР СТЕЙК,"Улица Розважа, 11/1, Великий Новгород 173001 Россия",58.525715,31.276783
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Дом коромыслом,"Рабочая, 25, Великий Новгород 173008 Россия",58.56582,31.269543
2020-10-22,Новгородская область,Боровичский район,Рестораны,,,Antonio,"Пер. Реппо 4/8, Боровичи 174411 Россия",58.38807,33.90626
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,My Kitchen - Псковская,"ул. Псковская, 11, Великий Новгород Россия",58.51629,31.247152
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Дом Берга,"ул. Большая Московская, 24, Великий Новгород 173000 Россия",58.51967,31.287825
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Чайхана Сказка,"набережная Александра Невского, 26, Великий Новгород 173004 Россия",58.525436,31.287447
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Кафе Телеграф,"ул. Людогоща, д. 2, Великий Новгород 173001 Россия",58.523945,31.270319
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Паб,Гастробар «Наffига Козе баян?!»,"ул. Великая, 3, Великий Новгород 173001 Россия",58.527046,31.279606
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,"Street food ""ДОМ БЫТА""","Федоровский ручей, 15 A, Великий Новгород Россия",58.523384,31.29122
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,"Кафе-кондитерская ""ХочуТорт""","ул. Чудинцева, 1/1, Великий Новгород 173000 Россия",58.52222,31.26833
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,"Траттория ""Тепло""","ул. Мерецкова-Волосова, д. 7/1, Великий Новгород 173007 Россия",58.51971,31.26871
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Сказка,"Большая Власьевская, 1, Великий Новгород 173007 Россия",58.5177,31.270569
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Бар,Майкрофт Паб,"Предтеченская ул., д.13/6, Великий Новгород 173001 Россия",58.524952,31.266867
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Сударушка,"Большая Московская, 32/12, Великий Новгород 173000 Россия",58.52062,31.28848
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,Время Ч.,"ул. Большая Московская 31/7, Великий Новгород 173004 Россия",58.527107,31.292671
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,Наполи,"ул. Студенческая, 21/43, Великий Новгород 173020 Россия",58.535973,31.29802
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,,"Кафе ""Шоколад""","ул. Людогоща, д. 8, Великий Новгород 173001 Россия",58.524647,31.26636
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Кафе,La Chatte кафе,"ул. Большая Московская, 86, Великий Новгород 173020 Россия",58.53472,31.298683
2020-10-22,Новгородская область,Великий Новгород,Рестораны,,Бар,Zavodbar,"ул.Германа 2, Великий Новгород 173002 Россия",58.52702,31.25953
2020-10-22,Новгородская область,Старая Русса,Отели,,,"Хостел ""Старая Русса""","Ulitsa Volodarskogo, 30, Старая Русса 175209 Россия",57.99357,31.37336
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Lyubava Hostel 2,Великий Новгород 173000 Россия,58.521698,31.285103
2020-10-22,Новгородская область,Валдай,Отели,,,Baza Otdikha Vatzy,"Ulitsa Vasilyeva 63, Валдай 175430 Россия",57.93174,30.70474
2020-10-22,Новгородская область,Валдай,Отели,,,Валдай гостевой дом Флора-53,"Ветеранов 23а, Валдай 175402 Россия",57.998955,33.23363
2020-10-22,Новгородская область,Старая Русса,Отели,,,Hotel Vestnik,"61 Karla Marksa, Старая Русса 175204 Россия",57.99151,31.38406
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Гостевой Дом Аист,"улица Центральная, 6, Великий Новгород 173018 Россия",58.551258,31.216986
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Гостевой дом Берёза,"ул. Ильина, 29, Великий Новгород 173000 Россия",58.517475,31.297
2020-10-22,Новгородская область,Великий Новгород,Отели,,,БМ-Хостел Великий Новгород,"ул. Большая Санкт-Петербургская, д.14, Великий Новгород 173000 Россия",58.52589,31.27429
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Арт-отель Вернисаж,"ул. Народная, д.2а, Великий Новгород 173014 Россия",58.52661,31.301413
2020-10-22,Новгородская область,Валдайский район,Отели,,,Ерёмина гора,Еремина Гора Россия,57.975628,33.073875
2020-10-22,Новгородская область,Новая Ситенка,Отели,,,Валдайский Теннисный Клуб,Новая Ситенка 175420 Россия,57.93578,33.49469
2020-10-22,Новгородская область,Взвад,Отели,,,Дом охотника и рыбака,"ул. Центральная, 1 на берегу р. Ловать, Взвад 175219 Россия",58.16034,31.46935
2020-10-22,Новгородская область,Пестово,Отели,,,"Отель ""Вокруг света""","Устюженское шоссе, 25, Пестово 174511 Россия",58.60535,35.829845
2020-10-22,Новгородская область,Зыковщина,Отели,,,Константинова Усадьба,"Novgorod region, village. Zykovshchina, Зыковщина 175333 Россия",57.529606,32.9847
2020-10-22,Новгородская область,Бор,Отели,,,Любытино-хутор,Бор 174760 Россия,58.79685,33.384468
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Гостевой дом Антоново,"ул. Парковая, д.5 к.1, Великий Новгород 173020 Россия",58.538494,31.292679
2020-10-22,Новгородская область,Валдай,Отели,,,Ватцы,"Деревня Ватцы дом 1, Валдай Россия",58.081886,33.215534
2020-10-22,Новгородская область,Великий Новгород,Отели,,,"Хостел ""Ярослав""","Никольская ул., 4, Великий Новгород 173000 Россия",58.51736,31.28374
2020-10-22,Новгородская область,Валдай,Отели,,,Клёвое Место,"396 км. от Москвы по трассе м10/e105 д. Нерцы, Валдай Россия",58.035854,33.255745
2020-10-22,Новгородская область,Валдай,Отели,,,Мараканас,"ул. Песчаная, д. 11, Валдай 175402 Россия",57.994205,33.24172
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Роза Ветров,"ул. Новолучанская, д. 27А, Великий Новгород Россия",58.528423,31.264418
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Эврика,"Улица Шимская 32/11, Великий Новгород Россия",58.5119,31.25669
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Гостиница Ганза,"ул. Дворцовая, 1, Великий Новгород 173000 Россия",58.51995,31.284668
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Гостиница Новгородская,"ул. Десятинная, д. 6а, Великий Новгород 17300 Россия",58.52124,31.263435
2020-10-22,Новгородская область,Валдай,Отели,,,Приют Охотника,"дер. Ключи, д. 23, Валдай 175421 Россия",58.018105,33.469284
2020-10-22,Новгородская область,Великий Новгород,Отели,,,"Хостел ""Хоум""","ул. Орловская 6, корпус 1, Великий Новгород 173007 Россия",58.508602,31.265972
2020-10-22,Новгородская область,Старая Русса,Отели,,,Старая Русса,"ул. Минеральная, д. 62, Старая Русса 175203 Россия",57.985825,31.36728
2020-10-22,Новгородская область,Чудово,Отели,,,Волхов Мост,"ул. Школьная, д. 6 Чудовский район, ст., Чудово 174210 Россия",59.13504,31.63437
2020-10-22,Новгородская область,Валдай,Отели,,,Кот и кошка,"Ulitsa Pobedy 40, Валдай 175400 Россия",57.98439,33.24934
2020-10-22,Новгородская область,Валдай,Отели,,,Хостел Ленина 3,"ул. Ленина 3, Валдай 175400 Россия",57.980316,33.25218
2020-10-22,Новгородская область,Пестово,Отели,,,Гостиница Пестово,"ул. Титова,  д.86, Пестово 174510 Россия",58.60411,35.78451
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Гостиница Круиз,"Prusskaya, 11, Великий Новгород 173007 Россия",58.52007,31.26814
2020-10-22,Новгородская область,Пестово,Отели,,,Гостиница Серебряный Бор,"ул. Мелиораторов, 2-В, Пестово 174510 Россия",58.58249,35.77016
2020-10-22,Новгородская область,Великий Новгород,Отели,,,B&B Hotel Centre,"Ulitsa Belova 6, Великий Новгород 173015 Россия",58.52269,31.25365
2020-10-22,Новгородская область,Демянский район,Отели,,,Усадьба Русская деревенька,Балуево Россия,57.686935,33.059334
2020-10-22,Новгородская область,Великий Новгород,Отели,,,65HOME minihotel,"ул. Каберова-Власьевская,  65, Великий Новгород 173007 Россия",58.5099,31.25502
2020-10-22,Новгородская область,Старая Русса,Отели,,,Коттедж в Старой Руссе,"Улица Минеральная 55, Старая Русса 175202 Россия",57.98662,31.36549
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Профилакторий-Санаторий Акрон,"ул. Зелинского, 9, Великий Новгород 173016 Россия",58.533733,31.249454
2020-10-22,Новгородская область,Боровичский район,Отели,,,Гостевои дом на Дзержинского,"Ulitsa Dzerzhinskogo 116, Боровичи 174411 Россия",58.40004,33.92855
2020-10-22,Новгородская область,Городищи,Отели,,,Мстинские Горки,Городищи Россия,58.37164,35.139683
2020-10-22,Новгородская область,Боровичский район,Отели,,,Профилакторий,"ул. Заводская набережная, д.2, Боровичи 174411 Россия",58.3878,33.900364
2020-10-22,Новгородская область,Валдай,Отели,,,Романовская усадьба,"ул. Белова, д. 3, Валдай 175400 Россия",57.983,33.25593
2020-10-22,Новгородская область,Валдай,Отели,,,Национальный парк Валдайский,"ул. Победы, 5, Валдай 175400 Россия",57.98612,33.2543
2020-10-22,Новгородская область,Демянский район,Отели,,,Демянская,"ул. 1 Мая, 61, пгт Демянск 175310 Россия",57.64367,32.43966
2020-10-22,Новгородская область,Валдай,Отели,,,"Гостиница ""Валдайский двор""","Выскодно-2, 7А, Валдай 175400 Россия",57.9574,33.24416
2020-10-22,Новгородская область,Селище,Отели,,,Любогорье,Селище 174770 Россия,58.81787,33.548115
2020-10-22,Новгородская область,Великий Новгород,Отели,,,Дубровский,"Дубровский пос, 1 Великий Октябрь, Великий Новгород 404158 Россия",58.52328,31.26991
2020-10-22,Новгородская область,Окуловка,Отели,,,Флагман,"ул. Мира д. 2а, Окуловка 174352 Россия",58.39323,33.262127
2020-10-22,Новгородская область,Боровичский район,Отели,,,Металлург,"ул. Ленинградская, д.78, Боровичи 174411 Россия",58.389423,33.891006
2020-10-22,Новгородская область,Валдай,Отели,,,"Отель ""Валдай""",Валдай 175418 Россия,58.020992,33.325138
2020-10-22,Новгородская область,Хвойнинский район,Отели,,,Новгородская деревня,Исаиха 174577 Россия,58.880116,34.174416
2020-10-22,Новгородская область,Валдай,Отели,,,Юпитер,"Советский Проспект 25А, Валдай 175400 Россия",57.97356,33.26165
2020-10-22,Новгородская область,Долгий Мост,Отели,,,Papina Dacha Hotel,"Dolgiy Most village 18, Долгий Мост 175461 Россия",58.28161,32.44368
